CE-CO,CE-PM10,julian_day,hour
10.853146853146821,43.076923076922945,10,11
10.573426573426543,41.50349650349638,10,12
10.055944055944027,39.99300699300688,10,13
9.265734265734238,38.62937062937051,10,14
8.335664335664312,37.40559440559429,10,15
7.489510489510467,36.19580419580409,10,16
6.783216783216764,35.16783216783207,10,17
6.412587412587394,34.30769230769221,10,18
6.328671328671309,33.54545454545445,10,19
6.734265734265714,33.25874125874116,10,20
7.332167832167809,33.1958041958041,10,21
7.8097760825033316,33.58041958041948,10,22
8.1633026064844,33.82517482517473,10,23
8.454727091090703,33.95804195804186,11,0
8.519380871653574,33.993006993006894,11,1
7.160960251869321,33.91608391608382,11,2
6.938905791178496,33.6993006993006,11,3
7.909161545525157,33.76223776223766,11,4
9.680119123300912,33.94405594405584,11,5
12.055974328701566,34.48251748251738,11,6
14.701062826062783,35.30769230769221,11,7
17.692307692307644,36.42657342657332,11,8
20.32405094905089,37.35664335664325,11,9
22.18370518370512,38.23076923076912,11,10
22.836538461538396,39.279720279720166,11,11
21.82217782217776,40.524475524475406,11,12
19.210955710955655,41.909090909090786,11,13
15.076923076923032,43.314685314685185,11,14
12.188811188811151,44.636363636363505,11,15
9.531468531468501,46.11888111888098,11,16
7.188811188811167,47.391608391608244,11,17
5.587412587412569,48.55944055944042,11,18
4.804195804195788,49.188811188811044,11,19
5.118881118881101,49.41258741258727,11,20
6.2797202797202605,49.11888111888098,11,21
7.87412587412585,48.53146853146839,11,22
9.573426573426545,48.45454545454531,11,23
11.083916083916051,48.88111888111874,12,0
12.342657342657306,49.54545454545439,12,1
13.363636363636324,50.552447552447404,12,2
14.13286713286709,52.118881118880964,12,3
14.853146853146809,54.03496503496487,12,4
15.72727272727268,56.07692307692291,12,5
16.74125874125869,58.45454545454528,12,6
17.74125874125869,60.923076923076735,12,7
18.909090909090853,63.53146853146834,12,8
20.286713286713226,66.02097902097883,12,9
21.405594405594343,68.45454545454524,12,10
21.85314685314679,70.48951048951028,12,11
21.783216783216716,71.86713286713265,12,12
20.965034965034903,72.18881118881097,12,13
19.60839160839155,72.3146853146851,12,14
17.965034965034913,72.46153846153825,12,15
16.314685314685267,72.67832167832147,12,16
14.87412587412583,72.93706293706272,12,17
13.55244755244751,73.7272727272725,12,18
12.580419580419543,74.78321678321657,12,19
12.034965034964998,76.31468531468508,12,20
11.762237762237728,78.04195804195781,12,21
11.335664335664301,79.99300699300676,12,22
10.916083916083885,81.20279720279696,12,23
10.664335664335633,82.09090909090885,13,0
10.188811188811158,83.83216783216758,13,1
9.482517482517455,84.90209790209765,13,2
8.84615384615382,84.72027972027948,13,3
8.335664335664312,83.72727272727248,13,4
8.006993006992984,81.5454545454543,13,5
7.748251748251725,78.18881118881097,13,6
7.678321678321655,73.80419580419559,13,7
7.594405594405571,68.97902097902077,13,8
7.587412587412564,63.94405594405575,13,9
7.811188811188788,59.04895104895087,13,10
8.111888111888089,54.68531468531452,13,11
8.335664335664312,51.4545454545453,13,12
8.31468531468529,49.769230769230624,13,13
8.111888111888089,47.23076923076909,13,14
8.17482517482515,44.64335664335651,13,15
8.307692307692284,42.335664335664205,13,16
8.622377622377597,40.19580419580408,13,17
8.986013986013958,37.979020979020866,13,18
9.496503496503468,36.055944055943954,13,19
10.083916083916055,34.38461538461529,13,20
10.769230769230738,33.21678321678312,13,21
11.650349650349616,32.37762237762228,13,22
12.3356643356643,31.61538461538452,13,23
12.832167832167794,30.755244755244668,14,0
12.993006993006954,29.6853146853146,14,1
13.069930069930031,28.342657342657255,14,2
13.251748251748214,27.097902097902015,14,3
13.419580419580381,25.909090909090835,14,4
13.545454545454508,25.118881118881042,14,5
13.615384615384574,24.489510489510415,14,6
13.706293706293666,24.24475524475517,14,7
13.678321678321637,24.28671328671321,14,8
13.559440559440521,24.748251748251672,14,9
13.405594405594366,25.42657342657335,14,10
12.748251748251711,25.92307692307685,14,11
11.762237762237728,26.14685314685307,14,12
10.545454545454515,26.00699300699293,14,13
9.286713286713258,25.811188811188735,14,14
8.097902097902073,25.49650349650342,14,15
6.999999999999979,25.01398601398594,14,16
6.216783216783197,24.713286713286642,14,17
6.006993006992989,24.09790209790203,14,18
6.356643356643337,23.545454545454476,14,19
7.286713286713264,23.09790209790203,14,20
8.776223776223748,22.951048951048882,14,21
10.594405594405561,22.685314685314616,14,22
12.531468531468494,22.433566433566366,14,23
14.657342657342612,22.209790209790143,15,0
16.475524475524427,22.167832167832103,15,1
18.538461538461483,22.21678321678315,15,2
21.1608391608391,22.468531468531403,15,3
23.937062937062866,23.06993006993,15,4
26.825174825174745,24.216783216783142,15,5
29.671328671328585,25.43356643356636,15,6
32.132867132867034,27.04195804195796,15,7
34.090909090908994,28.74825174825166,15,8
35.41958041958032,30.335664335664248,15,9
35.552447552447454,31.482517482517387,15,10
33.832167832167734,32.573426573426474,15,11
30.342657342657255,33.314685314685214,15,12
25.454545454545382,33.594405594405494,15,13
20.559440559440496,33.46853146853137,15,14
16.07692307692303,33.40559440559431,15,15
12.090909090909053,33.195804195804094,15,16
8.965034965034935,33.42657342657333,15,17
7.034965034965012,33.874125874125774,15,18
6.272727272727251,34.46853146853137,15,19
6.825174825174803,35.06293706293695,15,20
8.293706293706268,35.74125874125863,15,21
9.860139860139832,36.58741258741248,15,22
10.916083916083885,37.45454545454534,15,23
11.748251748251715,38.10489510489499,16,0
12.321678321678284,38.53146853146842,16,1
12.846153846153808,38.89510489510478,16,2
13.146853146853108,39.062937062936946,16,3
13.447552447552408,38.839160839160726,16,4
13.804195804195764,38.762237762237646,16,5
14.349650349650304,38.51048951048939,16,6
15.139860139860094,38.440559440559326,16,7
16.090909090909044,38.63636363636353,16,8
17.055944055944007,39.181818181818066,16,9
17.748251748251697,39.93006993006981,16,10
18.139860139860087,40.81118881118869,16,11
17.92307692307687,41.67832167832156,16,12
16.972027972027924,42.53846153846142,16,13
15.685314685314637,43.2307692307691,16,14
14.391608391608347,43.72027972027959,16,15
14.118881118881074,44.39160839160826,16,16
15.104895104895057,45.216783216783085,16,17
17.4545454545454,46.104895104894965,16,18
20.986013986013923,47.31468531468517,16,19
27.70629370629362,48.65734265734251,16,20
33.34965034965025,49.9440559440558,16,21
37.56763438581609,51.06293706293691,16,22
40.21980292434826,51.671328671328524,16,23
40.956588865679656,51.88811188811174,17,0
40.16876810058616,51.958041958041804,17,1
39.388308661035815,51.94405594405579,17,2
37.85297278479085,52.4475524475523,17,3
36.06625697534778,54.0559440559439,17,4
34.16802137256673,56.083916083915916,17,5
32.675748493930215,58.24475524475507,17,6
32.08594183594174,60.62237762237744,17,7
33.28671328671319,62.95104895104876,17,8
32.412837162837064,65.47552447552428,17,9
30.569208569208477,67.84615384615364,17,10
28.145104895104815,70.16083916083895,17,11
25.499500499500424,72.223776223776,17,12
22.994172494172425,74.06293706293684,17,13
21.27972027972022,75.59440559440537,17,14
18.699300699300643,76.88111888111865,17,15
15.944055944055897,78.11888111888089,17,16
13.139860139860101,78.48951048951027,17,17
10.797202797202763,78.1398601398599,17,18
9.153846153846125,77.48951048951025,17,19
8.559440559440532,76.60139860139837,17,20
8.909090909090882,75.68531468531447,17,21
9.370629370629342,74.91608391608369,17,22
10.328671328671298,74.49650349650328,17,23
11.370629370629334,73.79720279720257,18,0
12.440559440559404,72.70629370629348,18,1
13.594405594405554,71.07692307692287,18,2
14.678321678321636,69.08391608391588,18,3
15.664335664335619,66.76223776223756,18,4
16.587412587412537,64.06993006992988,18,5
17.790209790209737,61.195804195804016,18,6
19.16783216783211,58.94405594405577,18,7
20.81118881118875,57.60139860139843,18,8
22.531468531468466,56.44055944055927,18,9
23.566433566433496,55.65034965034948,18,10
23.83916083916077,55.160839160839004,18,11
22.993006993006922,54.52447552447536,18,12
21.43356643356637,53.77622377622362,18,13
19.14685314685309,53.03496503496488,18,14
16.405594405594357,52.90209790209775,18,15
13.573426573426532,53.18881118881103,18,16
11.104895104895071,54.21678321678304,18,17
9.314685314685285,55.81818181818165,18,18
8.041958041958017,58.328671328671156,18,19
7.510489510489488,61.14685314685296,18,20
7.440559440559418,63.524475524475335,18,21
7.265734265734244,65.22377622377603,18,22
7.174825174825153,66.71328671328651,18,23
6.853146853146833,67.4965034965033,19,0
6.433566433566414,67.8881118881117,19,1
5.853146853146836,68.37062937062916,19,2
5.405594405594389,69.3006993006991,19,3
5.447552447552431,70.37062937062916,19,4
5.923076923076904,71.68531468531447,19,5
6.839160839160819,73.18181818181796,19,6
8.097902097902073,74.3216783216781,19,7
9.664335664335635,75.34965034965012,19,8
11.335664335664303,76.40559440559417,19,9
12.818181818181781,76.99999999999977,19,10
13.986013986013944,77.91608391608369,19,11
14.57342657342653,78.51048951048928,19,12
14.496503496503454,79.47552447552424,19,13
14.237762237762194,80.81118881118857,19,14
13.895104895104854,82.06993006992982,19,15
13.517482517482478,83.18881118881094,19,16
13.244755244755206,84.10489510489485,19,17
13.139860139860101,85.06293706293681,19,18
13.279720279720241,85.94405594405569,19,19
13.664335664335624,87.10489510489485,19,20
14.370629370629327,88.22377622377596,19,21
14.78321678321674,89.20979020978994,19,22
14.853146853146809,90.23076923076897,19,23
14.440559440559399,91.22377622377596,20,0
13.713286713286674,92.44755244755217,20,1
13.006993006992968,93.53146853146825,20,2
12.412587412587376,94.4755244755242,20,3
11.993006993006958,95.13986013985985,20,4
11.965034965034928,95.4895104895102,20,5
12.377622377622341,95.83916083916056,20,6
13.265734265734226,96.22377622377593,20,7
14.510489510489467,96.44755244755216,20,8
15.839160839160792,96.23776223776196,20,9
16.72027972027967,96.10489510489482,20,10
17.32867132867128,95.9790209790207,20,11
17.314685314685264,96.26573426573398,20,12
16.67832167832163,96.74125874125846,20,13
15.741258741258694,97.50349650349622,20,14
14.979020979020936,98.57342657342627,20,15
14.25174825174821,99.65034965034936,20,16
13.678321678321637,100.46153846153817,20,17
13.39160839160835,100.77622377622347,20,18
13.37062937062933,100.39160839160809,20,19
13.503496503496464,99.50349650349621,20,20
13.895104895104854,98.13986013985985,20,21
14.25174825174821,96.6783216783214,20,22
14.370629370629327,95.5874125874123,20,23
13.727272727272688,94.93706293706265,21,0
12.95104895104891,94.51748251748224,21,1
12.258741258741221,94.00699300699272,21,2
12.160839160839124,93.5874125874123,21,3
12.699300699300661,93.25874125874098,21,4
13.95104895104891,92.6713286713284,21,5
15.7482517482517,91.86013986013958,21,6
17.92307692307687,90.56643356643329,21,7
20.4615384615384,88.83216783216756,21,8
23.19580419580413,86.89510489510462,21,9
25.419580419580345,84.69930069930045,21,10
26.54545454545447,82.6433566433564,21,11
26.055944055943982,80.4335664335662,21,12
24.391608391608322,78.28671328671305,21,13
21.727272727272663,75.91608391608369,21,14
18.755244755244696,73.3076923076921,21,15
16.041958041957994,71.0139860139858,21,16
13.818181818181776,69.20979020979,21,17
12.363636363636324,68.23076923076903,21,18
11.930069930069894,68.16083916083896,21,19
12.601398601398564,68.62937062937043,21,20
14.279720279720234,69.58741258741239,21,21
16.3496503496503,70.8041958041956,21,22
18.1538461538461,71.86713286713265,21,23
19.391608391608337,72.76223776223755,22,0
19.699300699300643,73.55244755244733,22,1
19.01398601398596,73.79720279720257,22,2
17.468531468531417,73.33566433566412,22,3
15.468531468531424,72.44755244755224,22,4
13.293706293706254,71.4055944055942,22,5
11.391608391608358,70.37062937062916,22,6
9.902097902097871,69.76223776223755,22,7
8.88811188811186,69.32867132867112,22,8
8.489510489510463,69.17482517482497,22,9
8.587412587412562,69.25174825174804,22,10
8.95804195804193,69.26573426573407,22,11
9.440559440559412,69.38461538461517,22,12
9.741258741258713,69.54545454545433,22,13
9.90909090909088,69.76223776223755,22,14
9.83916083916081,70.32867132867112,22,15
9.671328671328643,70.63636363636343,22,16
9.545454545454517,71.02797202797181,22,17
9.53846153846151,71.07692307692287,22,18
9.573426573426545,70.96503496503475,22,19
9.671328671328643,70.9020979020977,22,20
9.792307692307663,70.55944055944035,22,21
9.929999293635628,69.85314685314664,22,22
9.925254291163352,68.77622377622356,22,23
9.860448642266794,67.62937062937044,23,0
9.890261001624609,66.45454545454525,23,1
9.538667393212819,65.67832167832148,23,2
9.435038446402054,65.4965034965033,23,3
9.740213322031474,65.67832167832148,23,4
10.384261950171009,66.56643356643337,23,5
11.143408107044438,68.03496503496484,23,6
11.961707736707702,69.97902097902077,23,7
12.860139860139824,72.44755244755224,23,8
13.660064935064897,74.46153846153824,23,9
14.332112332112292,76.30069930069908,23,10
14.62849650349646,77.75524475524452,23,11
14.479520479520438,77.72027972027949,23,12
13.656177156177117,78.25874125874103,23,13
12.335664335664298,79.5454545454543,23,14
11.321678321678288,81.65034965034941,23,15
10.454545454545423,84.19580419580394,23,16
9.727272727272698,87.258741258741,23,17
9.118881118881092,90.8671328671326,23,18
8.748251748251722,94.27972027972001,23,19
8.874125874125847,97.30769230769202,23,20
9.482517482517453,99.41258741258713,23,21
10.454545454545423,100.83916083916054,23,22
11.412587412587378,101.27972027971998,23,23
12.42657342657339,100.41258741258711,24,0
13.230769230769193,100.52447552447522,24,1
14.11188811188807,100.86713286713257,24,2
14.881118881118837,101.62937062937033,24,3
15.51748251748247,102.26573426573395,24,4
15.999999999999954,103.01398601398571,24,5
16.461538461538414,103.65034965034934,24,6
16.81818181818177,104.09090909090878,24,7
17.18181818181813,104.48251748251718,24,8
17.46153846153841,104.83216783216753,24,9
17.503496503496454,105.16083916083886,24,10
17.244755244755194,105.5034965034962,24,11
16.88111888111883,105.74125874125842,24,12
16.083916083916037,105.83216783216753,24,13
15.027972027971982,105.97902097902067,24,14
13.81118881118877,106.01398601398569,24,15
12.594405594405558,106.01398601398569,24,16
11.692307692307658,105.96503496503465,24,17
11.174825174825141,105.85314685314654,24,18
11.160839160839128,105.83216783216751,24,19
11.433566433566398,105.82517482517451,24,20
12.006993006992971,105.9090909090906,24,21
12.804195804195768,105.9300699300696,24,22
13.4405594405594,105.97902097902067,24,23
13.853146853146812,105.99300699300667,25,0
13.6433566433566,105.84615384615353,25,1
13.181818181818143,105.58041958041927,25,2
12.594405594405556,105.06993006992975,25,3
12.083916083916048,104.58741258741227,25,4
11.916083916083881,104.0209790209787,25,5
12.111888111888074,103.64335664335634,25,6
12.99999999999996,103.25174825174796,25,7
14.328671328671284,102.96503496503468,25,8
15.999999999999952,102.96503496503468,25,9
17.839160839160787,103.0979020979018,25,10
19.195804195804143,103.36363636363606,25,11
19.999999999999943,103.67132867132835,25,12
19.97902097902092,104.05594405594374,25,13
19.300699300699247,104.53846153846123,25,14
18.006993006992953,105.06293706293675,25,15
16.39860139860135,105.65034965034934,25,16
14.727272727272682,106.09090909090878,25,17
13.02797202797199,106.5104895104892,25,18
11.82517482517479,106.63636363636331,25,19
11.167832167832135,106.67132867132835,25,20
10.860139860139828,106.60139860139829,25,21
11.013986013985981,106.48951048951017,25,22
11.237762237762205,106.30769230769198,25,23
11.279720279720246,106.19580419580387,26,0
11.181818181818148,106.30769230769198,26,1
10.881118881118848,106.48951048951017,26,2
10.545454545454515,106.60139860139829,26,3
10.328671328671298,106.82517482517451,26,4
10.216783216783186,106.79020979020947,26,5
10.195804195804165,106.53846153846122,26,6
10.496503496503466,106.04895104895073,26,7
10.965034965034931,105.46853146853115,26,8
11.370629370629338,104.49650349650318,26,9
11.80419580419577,103.42657342657313,26,10
11.895104895104861,102.25874125874095,26,11
11.440559440559408,101.02097902097873,26,12
10.727272727272695,99.62937062937034,26,13
9.734265734265705,97.81118881118852,26,14
8.68531468531466,95.48951048951021,26,15
7.664335664335641,92.93706293706266,26,16
6.832167832167812,90.272727272727,26,17
6.258741258741239,87.1678321678319,26,18
5.937062937062919,84.0419580419578,26,19
5.923076923076906,81.00699300699277,26,20
6.2447552447552255,77.71328671328648,26,21
6.685314685314665,74.91608391608369,26,22
6.937062937062916,72.1258741258739,26,23
6.9860139860139645,69.34265734265713,27,0
6.958041958041937,66.75524475524456,27,1
7.1818181818181595,64.11188811188792,27,2
7.71328671328669,61.60839160839143,27,3
8.517482517482492,59.56643356643338,27,4
9.496503496503468,57.9720279720278,27,5
10.48951048951046,56.60139860139843,27,6
11.412587412587378,55.67832167832151,27,7
12.503496503496468,55.02797202797186,27,8
13.615384615384576,54.29370629370613,27,9
14.076923076923038,53.59440559440544,27,10
13.657342657342618,52.440559440559284,27,11
12.552447552447518,51.37762237762222,27,12
11.06293706293703,50.90909090909076,27,13
9.60839160839158,50.93006993006978,27,14
8.160839160839137,51.398601398601244,27,15
6.923076923076902,52.440559440559284,27,16
5.839160839160821,53.398601398601244,27,17
5.083916083916068,54.5664335664334,27,18
4.755244755244741,55.48951048951032,27,19
4.951048951048936,56.53146853146836,27,20
5.510489510489494,57.524475524475356,27,21
5.832167832167816,57.993006993006816,27,22
5.916083916083899,57.91608391608375,27,23
5.916083916083899,57.77622377622361,28,0
5.832167832167816,58.13286713286696,28,1
5.664335664335647,58.9790209790208,28,2
5.4125874125873965,59.818181818181635,28,3
5.167832167832152,60.84615384615366,28,4
4.944055944055929,61.5874125874124,28,5
4.818181818181803,62.42657342657324,28,6
4.853146853146838,63.58041958041939,28,7
5.174825174825159,65.188811188811,28,8
5.664335664335647,67.06993006992987,28,9
6.1888111888111705,68.95804195804175,28,10
6.832167832167811,70.77622377622356,28,11
7.510489510489488,72.4125874125872,28,12
8.356643356643332,74.18181818181796,28,13
9.244755244755217,75.66433566433544,28,14
10.111888111888081,77.46153846153823,28,15
11.174825174825141,79.99999999999976,28,16
12.622377622377586,83.11188811188786,28,17
14.104895104895064,86.84615384615358,28,18
15.608391608391564,91.03496503496476,28,19
17.608391608391557,95.06293706293678,28,20
18.96993006993001,98.97202797202767,28,21
19.80228862047038,102.67832167832138,28,22
20.144278448823844,105.69930069930038,28,23
20.052093361184212,107.69230769230737,29,0
19.73768806950619,108.75524475524443,29,1
19.957805830533044,108.90209790209758,29,2
19.41174734356547,108.96503496503463,29,3
18.610002119092975,108.99999999999969,29,4
17.601521206066607,109.16783216783185,29,5
16.56112977931155,109.48951048951017,29,6
15.726590076590028,109.67832167832135,29,7
15.272727272727229,109.8321678321675,29,8
14.537112887112844,109.97202797202763,29,9
14.10156510156506,110.28671328671294,29,10
14.085664335664294,110.7342657342654,29,11
14.610389610389564,111.34965034965003,29,12
15.700466200466153,111.9090909090906,29,13
17.62237762237757,112.41958041958009,29,14
18.650349650349593,112.88811188811155,29,15
19.846153846153786,113.18181818181785,29,16
21.076923076923013,113.4265734265731,29,17
22.68531468531462,113.58041958041923,29,18
24.293706293706222,113.7412587412584,29,19
25.84615384615377,113.9300699300696,29,20
27.391608391608308,114.09090909090875,29,21
28.762237762237678,114.39860139860104,29,22
30.034965034964944,114.86013986013953,29,23
30.839160839160748,115.40559440559406,30,0
